,0
1049,"2, 116640, Note_off_c, 0, 59, 80
"
1050,"2, 116640, Note_off_c, 0, 47, 80
"
1051,"2, 116640, Note_on_c, 0, 63, 111
"
1052,"2, 116760, Note_off_c, 0, 63, 80
"
1053,"2, 116760, Note_on_c, 0, 57, 111
"
1054,"2, 116880, Note_off_c, 0, 57, 80
"
1055,"2, 116880, Note_on_c, 0, 66, 111
"
1056,"2, 117000, Note_off_c, 0, 66, 80
"
1057,"2, 117000, Note_on_c, 0, 63, 111
"
1058,"2, 117120, Note_off_c, 0, 63, 80
"
1059,"2, 117120, Note_on_c, 0, 69, 111
"
1060,"2, 117600, Note_off_c, 0, 69, 80
"
1061,"2, 117600, Note_on_c, 0, 59, 111
"
1062,"2, 117600, Note_on_c, 0, 57, 111
"
1063,"2, 117600, Note_on_c, 0, 51, 111
"
1064,"2, 117600, Note_on_c, 0, 47, 111
"
1065,"2, 118080, Note_off_c, 0, 59, 80
"
1066,"2, 118080, Note_off_c, 0, 57, 80
"
1067,"2, 118080, Note_off_c, 0, 51, 80
"
1068,"2, 118080, Note_off_c, 0, 47, 80
"
1069,"2, 118080, Note_on_c, 0, 57, 111
"
1070,"2, 118200, Note_off_c, 0, 57, 80
"
1071,"2, 118200, Note_on_c, 0, 54, 111
"
1072,"2, 118320, Note_off_c, 0, 54, 80
"
1073,"2, 118320, Note_on_c, 0, 59, 111
"
1074,"2, 118440, Note_off_c, 0, 59, 80
"
1075,"2, 118440, Note_on_c, 0, 57, 83
"
1076,"2, 118560, Note_off_c, 0, 57, 80
"
1077,"2, 118560, Note_on_c, 0, 63, 111
"
1078,"2, 119040, Note_off_c, 0, 63, 80
"
1079,"2, 119040, Note_on_c, 0, 63, 111
"
1080,"2, 119040, Note_on_c, 0, 57, 111
"
1081,"2, 119040, Note_on_c, 0, 54, 111
"
1082,"2, 119040, Note_on_c, 0, 47, 127
"
1083,"2, 119520, Note_off_c, 0, 63, 80
"
1084,"2, 119520, Note_off_c, 0, 57, 80
"
1085,"2, 119520, Note_off_c, 0, 54, 80
"
1086,"2, 119520, Note_off_c, 0, 47, 80
"
1087,"2, 119520, Note_on_c, 0, 63, 111
"
1088,"2, 119520, Note_on_c, 0, 57, 111
"
1089,"2, 119520, Note_on_c, 0, 54, 111
"
1090,"2, 119520, Note_on_c, 0, 47, 127
"
1091,"2, 120000, Note_off_c, 0, 63, 80
"
1092,"2, 120000, Note_off_c, 0, 57, 80
"
1093,"2, 120000, Note_off_c, 0, 54, 80
"
1094,"2, 120000, Note_off_c, 0, 47, 80
"
1095,"2, 120000, Note_on_c, 0, 66, 111
"
1096,"2, 120000, Note_on_c, 0, 57, 111
"
1097,"2, 120480, Note_off_c, 0, 66, 80
"
1098,"2, 120480, Note_off_c, 0, 57, 80
"
1099,"2, 120480, Note_on_c, 0, 64, 111
"
1100,"2, 120480, Note_on_c, 0, 56, 127
"
1101,"2, 120960, Note_off_c, 0, 64, 80
"
1102,"2, 120960, Note_off_c, 0, 56, 80
"
1103,"2, 121440, Note_on_c, 0, 64, 111
"
1104,"2, 121920, Note_off_c, 0, 64, 80
"
1105,"2, 121920, Note_on_c, 0, 68, 111
"
1106,"2, 121920, Note_on_c, 0, 64, 111
"
1107,"2, 121920, Note_on_c, 0, 59, 111
"
1108,"2, 121920, Note_on_c, 0, 56, 127
"
1109,"2, 122400, Note_off_c, 0, 68, 80
"
1110,"2, 122400, Note_off_c, 0, 64, 80
"
1111,"2, 122400, Note_off_c, 0, 59, 80
"
1112,"2, 122400, Note_off_c, 0, 56, 80
"
1113,"2, 122400, Note_on_c, 0, 49, 111
"
1114,"2, 122520, Note_off_c, 0, 49, 80
"
1115,"2, 122520, Note_on_c, 0, 45, 127
"
1116,"2, 122640, Note_off_c, 0, 45, 80
"
1117,"2, 122640, Note_on_c, 0, 52, 111
"
1118,"2, 122760, Note_off_c, 0, 52, 80
"
1119,"2, 122760, Note_on_c, 0, 49, 111
"
1120,"2, 122880, Note_off_c, 0, 49, 80
"
1121,"2, 122880, Note_on_c, 0, 57, 111
"
1122,"2, 123360, Note_off_c, 0, 57, 80
"
1123,"2, 123360, Note_on_c, 0, 73, 111
"
1124,"2, 123360, Note_on_c, 0, 69, 111
"
1125,"2, 123360, Note_on_c, 0, 64, 111
"
1126,"2, 123360, Note_on_c, 0, 61, 111
"
1127,"2, 123840, Note_off_c, 0, 73, 80
"
1128,"2, 123840, Note_off_c, 0, 69, 80
"
1129,"2, 123840, Note_off_c, 0, 64, 80
"
1130,"2, 123840, Note_off_c, 0, 61, 80
"
1131,"2, 123840, Note_on_c, 0, 51, 111
"
1132,"2, 123960, Note_off_c, 0, 51, 80
"
1133,"2, 123960, Note_on_c, 0, 47, 111
"
1134,"2, 124080, Note_off_c, 0, 47, 80
"
1135,"2, 124080, Note_on_c, 0, 54, 111
"
1136,"2, 124200, Note_off_c, 0, 54, 80
"
1137,"2, 124200, Note_on_c, 0, 51, 111
"
1138,"2, 124320, Note_off_c, 0, 51, 80
"
1139,"2, 124320, Note_on_c, 0, 59, 111
"
1140,"2, 124800, Note_off_c, 0, 59, 80
"
1141,"2, 124800, Note_on_c, 0, 75, 111
"
1142,"2, 124800, Note_on_c, 0, 71, 111
"
1143,"2, 124800, Note_on_c, 0, 66, 111
"
1144,"2, 124800, Note_on_c, 0, 59, 111
"
1145,"2, 125280, Note_off_c, 0, 75, 80
"
1146,"2, 125280, Note_off_c, 0, 71, 80
"
1147,"2, 125280, Note_off_c, 0, 66, 80
"
1148,"2, 125280, Note_off_c, 0, 59, 80
"
1149,"2, 125280, Note_on_c, 0, 59, 127
"
1150,"2, 125280, Note_on_c, 0, 47, 127
"
1151,"2, 125760, Note_off_c, 0, 59, 80
"
1152,"2, 125760, Note_off_c, 0, 47, 80
"
1153,"2, 125760, Note_on_c, 0, 76, 127
"
1154,"2, 125760, Note_on_c, 0, 68, 127
"
1155,"2, 125760, Note_on_c, 0, 64, 127
"
1156,"2, 126240, Note_off_c, 0, 76, 80
"
1157,"2, 126240, Note_off_c, 0, 68, 80
"
1158,"2, 126240, Note_off_c, 0, 64, 80
"
1159,"2, 126240, Note_on_c, 0, 40, 127
"
1160,"2, 126720, Note_off_c, 0, 40, 80
"
1161,"2, 126720, Tempo, 480000
"
1162,"2, 126720, Note_on_c, 0, 59, 111
"
1163,"2, 127200, Note_off_c, 0, 59, 80
"
1164,"2, 127200, Note_on_c, 0, 67, 111
"
1165,"2, 127680, Note_off_c, 0, 67, 80
"
1166,"2, 127680, Note_on_c, 0, 66, 111
"
1167,"2, 128160, Note_off_c, 0, 66, 80
"
1168,"2, 128160, Note_on_c, 0, 64, 111
"
1169,"2, 128640, Note_off_c, 0, 64, 80
"
1170,"2, 128640, Note_on_c, 0, 72, 111
"
1171,"2, 128640, Note_on_c, 0, 63, 111
"
1172,"2, 129120, Note_off_c, 0, 72, 80
"
1173,"2, 129120, Note_off_c, 0, 63, 80
"
1174,"2, 129120, Note_on_c, 0, 71, 111
"
1175,"2, 129600, Note_off_c, 0, 71, 80
"
1176,"2, 129600, Note_on_c, 0, 69, 111
"
1177,"2, 130080, Note_off_c, 0, 69, 80
"
1178,"2, 130080, Note_on_c, 0, 67, 111
"
1179,"2, 130560, Note_off_c, 0, 67, 80
"
1180,"2, 130560, Note_on_c, 0, 66, 111
"
1181,"2, 131040, Note_off_c, 0, 66, 80
"
1182,"2, 131040, Note_on_c, 0, 64, 111
"
1183,"2, 131520, Note_off_c, 0, 64, 80
"
1184,"2, 131520, Note_on_c, 0, 72, 111
"
1185,"2, 131520, Note_on_c, 0, 63, 111
"
1186,"2, 132000, Note_off_c, 0, 72, 80
"
1187,"2, 132000, Note_off_c, 0, 63, 80
"
1188,"2, 132000, Note_on_c, 0, 71, 111
"
1189,"2, 132480, Note_off_c, 0, 71, 80
"
1190,"2, 132480, Note_on_c, 0, 69, 111
"
1191,"2, 132960, Note_off_c, 0, 69, 80
"
1192,"2, 132960, Note_on_c, 0, 67, 111
"
1193,"2, 133440, Note_off_c, 0, 67, 80
"
1194,"2, 133440, Note_on_c, 0, 66, 111
"
1195,"2, 133920, Note_off_c, 0, 66, 80
"
1196,"2, 133920, Note_on_c, 0, 64, 111
"
1197,"2, 134400, Note_off_c, 0, 64, 80
"
1198,"2, 134400, Note_on_c, 0, 62, 111
"
1199,"2, 134880, Note_off_c, 0, 62, 80
"
1200,"2, 134880, Note_on_c, 0, 61, 111
"
1201,"2, 135360, Note_off_c, 0, 61, 80
"
1202,"2, 135360, Note_on_c, 0, 59, 111
"
1203,"2, 135840, Note_off_c, 0, 59, 80
"
1204,"2, 135840, Note_on_c, 0, 52, 111
"
1205,"2, 135900, Note_off_c, 0, 52, 80
"
1206,"2, 135900, Note_on_c, 0, 55, 83
"
1207,"2, 136320, Note_off_c, 0, 55, 80
"
1208,"2, 136320, Note_on_c, 0, 54, 111
"
1209,"2, 136800, Note_off_c, 0, 54, 80
"
1210,"2, 136800, Note_on_c, 0, 58, 111
"
1211,"2, 136800, Note_on_c, 0, 52, 111
"
1212,"2, 137280, Note_off_c, 0, 58, 80
"
1213,"2, 137280, Note_off_c, 0, 52, 80
"
1214,"2, 137280, Note_on_c, 0, 50, 111
"
1215,"2, 137320, Note_on_c, 0, 54, 111
"
1216,"2, 137360, Note_on_c, 0, 59, 111
"
1217,"2, 137760, Note_off_c, 0, 50, 80
"
1218,"2, 137760, Note_off_c, 0, 54, 80
"
1219,"2, 137760, Note_off_c, 0, 59, 80
"
1220,"2, 137760, Note_on_c, 0, 47, 127
"
1221,"2, 138240, Note_off_c, 0, 47, 80
"
1222,"2, 138240, Tempo, 480000
"
1223,"2, 138240, Note_on_c, 0, 62, 111
"
1224,"2, 138480, Note_off_c, 0, 62, 80
"
1225,"2, 138480, Note_on_c, 0, 64, 83
"
1226,"2, 138540, Note_off_c, 0, 64, 80
"
1227,"2, 138540, Note_on_c, 0, 62, 83
"
1228,"2, 138600, Note_off_c, 0, 62, 80
"
1229,"2, 138600, Note_on_c, 0, 61, 83
"
1230,"2, 138660, Note_off_c, 0, 61, 80
"
1231,"2, 138660, Note_on_c, 0, 62, 83
"
1232,"2, 138720, Note_off_c, 0, 62, 80
"
1233,"2, 138720, Note_on_c, 0, 71, 111
"
1234,"2, 139200, Note_off_c, 0, 71, 80
"
1235,"2, 139200, Note_on_c, 0, 69, 111
"
1236,"2, 139680, Note_off_c, 0, 69, 80
"
1237,"2, 139680, Note_on_c, 0, 67, 111
"
1238,"2, 140160, Note_off_c, 0, 67, 80
"
1239,"2, 140160, Note_on_c, 0, 76, 111
"
1240,"2, 140160, Note_on_c, 0, 66, 111
"
1241,"2, 140640, Note_off_c, 0, 76, 80
"
1242,"2, 140640, Note_off_c, 0, 66, 80
"
1243,"2, 140640, Note_on_c, 0, 74, 111
"
1244,"2, 140640, Note_on_c, 0, 67, 111
"
1245,"2, 141120, Note_off_c, 0, 74, 80
"
1246,"2, 141120, Note_off_c, 0, 67, 80
"
1247,"2, 141120, Note_on_c, 0, 72, 111
"
1248,"2, 141120, Note_on_c, 0, 66, 111
"
1249,"2, 141600, Note_off_c, 0, 72, 80
"
1250,"2, 141600, Note_off_c, 0, 66, 80
"
1251,"2, 141600, Note_on_c, 0, 71, 111
"
1252,"2, 142080, Note_off_c, 0, 71, 80
"
1253,"2, 142080, Note_on_c, 0, 69, 111
"
1254,"2, 142560, Note_off_c, 0, 69, 80
"
1255,"2, 142560, Note_on_c, 0, 67, 111
"
1256,"2, 143040, Note_off_c, 0, 67, 80
"
1257,"2, 143040, Note_on_c, 0, 72, 111
"
1258,"2, 143520, Note_off_c, 0, 72, 80
"
1259,"2, 143520, Note_on_c, 0, 71, 111
"
1260,"2, 144000, Note_off_c, 0, 71, 80
"
1261,"2, 144000, Note_on_c, 0, 69, 111
"
1262,"2, 144480, Note_off_c, 0, 69, 80
"
1263,"2, 144480, Note_on_c, 0, 67, 111
"
1264,"2, 144960, Note_off_c, 0, 67, 80
"
1265,"2, 144960, Note_on_c, 0, 66, 111
"
1266,"2, 145440, Note_off_c, 0, 66, 80
"
1267,"2, 145440, Note_on_c, 0, 64, 111
"
1268,"2, 145920, Note_off_c, 0, 64, 80
"
1269,"2, 145920, Note_on_c, 0, 63, 111
"
1270,"2, 146400, Note_off_c, 0, 63, 80
"
1271,"2, 146400, Note_on_c, 0, 60, 111
"
1272,"2, 146880, Note_off_c, 0, 60, 80
"
1273,"2, 146880, Note_on_c, 0, 59, 111
"
1274,"2, 147360, Note_off_c, 0, 59, 80
"
1275,"2, 147360, Note_on_c, 0, 57, 111
"
1276,"2, 147840, Note_off_c, 0, 57, 80
"
1277,"2, 147840, Note_on_c, 0, 55, 127
"
1278,"2, 148320, Note_off_c, 0, 55, 80
"
1279,"2, 148320, Note_on_c, 0, 59, 111
"
1280,"2, 148320, Note_on_c, 0, 51, 111
"
1281,"2, 148800, Note_off_c, 0, 59, 80
"
1282,"2, 148800, Note_off_c, 0, 51, 80
"
1283,"2, 148800, Note_on_c, 0, 67, 111
"
1284,"2, 148800, Note_on_c, 0, 40, 127
"
1285,"2, 149280, Note_off_c, 0, 67, 80
"
1286,"2, 149280, Note_off_c, 0, 40, 80
"
1287,"2, 149280, Note_on_c, 0, 66, 111
"
1288,"2, 149760, Note_off_c, 0, 66, 80
"
1289,"2, 149760, Note_on_c, 0, 64, 111
"
1290,"2, 150240, Note_off_c, 0, 64, 80
"
1291,"2, 150240, Note_on_c, 0, 72, 111
"
1292,"2, 150240, Note_on_c, 0, 63, 111
"
1293,"2, 150240, Note_on_c, 0, 47, 111
"
1294,"2, 150720, Note_off_c, 0, 72, 80
"
1295,"2, 150720, Note_off_c, 0, 63, 80
"
1296,"2, 150720, Note_off_c, 0, 47, 80
"
1297,"2, 150720, Note_on_c, 0, 71, 111
"
1298,"2, 151200, Note_off_c, 0, 71, 80
"
1299,"2, 151200, Note_on_c, 0, 69, 111
"
1300,"2, 151680, Note_off_c, 0, 69, 80
"
1301,"2, 151680, Note_on_c, 0, 67, 111
"
1302,"2, 152160, Note_off_c, 0, 67, 80
"
1303,"2, 152160, Note_on_c, 0, 66, 111
"
1304,"2, 152640, Note_off_c, 0, 66, 80
"
1305,"2, 152640, Note_on_c, 0, 64, 111
"
1306,"2, 153120, Note_off_c, 0, 64, 80
"
1307,"2, 153120, Note_on_c, 0, 63, 111
"
1308,"2, 153120, Note_on_c, 0, 60, 111
"
1309,"2, 153600, Note_off_c, 0, 63, 80
"
1310,"2, 153600, Note_off_c, 0, 60, 80
"
1311,"2, 153600, Note_on_c, 0, 64, 111
"
1312,"2, 154080, Note_off_c, 0, 64, 80
"
1313,"2, 154080, Note_on_c, 0, 66, 111
"
1314,"2, 154560, Note_off_c, 0, 66, 80
"
1315,"2, 154560, Note_on_c, 0, 67, 111
"
1316,"2, 155040, Note_off_c, 0, 67, 80
"
1317,"2, 155040, Note_on_c, 0, 66, 111
"
1318,"2, 155520, Note_off_c, 0, 66, 80
"
1319,"2, 155520, Note_on_c, 0, 64, 111
"
1320,"2, 156000, Note_off_c, 0, 64, 80
"
1321,"2, 156000, Note_on_c, 0, 72, 127
"
1322,"2, 156000, Note_on_c, 0, 63, 127
"
1323,"2, 156000, Note_on_c, 0, 48, 127
"
1324,"2, 156480, Note_off_c, 0, 72, 80
"
1325,"2, 156480, Note_off_c, 0, 63, 80
"
1326,"2, 156480, Note_off_c, 0, 48, 80
"
1327,"2, 156480, Note_on_c, 0, 71, 111
"
1328,"2, 156960, Note_off_c, 0, 71, 80
"
1329,"2, 156960, Note_on_c, 0, 69, 111
"
1330,"2, 157440, Note_off_c, 0, 69, 80
"
1331,"2, 157440, Note_on_c, 0, 67, 111
"
1332,"2, 157440, Note_on_c, 0, 52, 111
"
1333,"2, 157560, Tempo, 483870
"
1334,"2, 157680, Tempo, 483870
"
1335,"2, 157800, Tempo, 487804
"
1336,"2, 157920, Tempo, 491803
"
1337,"2, 157920, Note_off_c, 0, 67, 80
"
1338,"2, 157920, Note_off_c, 0, 52, 80
"
1339,"2, 157920, Note_on_c, 0, 69, 111
"
1340,"2, 157920, Note_on_c, 0, 66, 111
"
1341,"2, 158040, Tempo, 495867
"
1342,"2, 158160, Tempo, 500000
"
1343,"2, 158280, Tempo, 500000
"
1344,"2, 158400, Tempo, 504201
"
1345,"2, 158400, Note_off_c, 0, 69, 80
"
1346,"2, 158400, Note_off_c, 0, 66, 80
"
1347,"2, 158400, Note_on_c, 0, 66, 111
"
1348,"2, 158400, Note_on_c, 0, 63, 111
"
1349,"2, 158520, Tempo, 508474
"
1350,"2, 158640, Tempo, 508474
"
1351,"2, 158760, Tempo, 512820
"
1352,"2, 158880, Tempo, 517241
"
1353,"2, 158880, Note_off_c, 0, 66, 80
"
1354,"2, 158880, Note_off_c, 0, 63, 80
"
1355,"2, 158880, Note_on_c, 0, 52, 111
"
1356,"2, 158920, Note_on_c, 0, 55, 111
"
1357,"2, 158960, Note_on_c, 0, 64, 111
"
1358,"2, 159360, Note_off_c, 0, 52, 80
"
1359,"2, 159360, Note_off_c, 0, 55, 80
"
1360,"2, 159360, Note_off_c, 0, 64, 80
"
1361,"2, 159360, Note_on_c, 0, 40, 111
"
1362,"2, 159840, Note_off_c, 0, 40, 80
"
1363,"2, 159840, Tempo, 480000
"
1364,"2, 159840, Note_on_c, 0, 62, 111
"
1365,"2, 160080, Note_off_c, 0, 62, 80
"
1366,"2, 160080, Note_on_c, 0, 64, 83
"
1367,"2, 160140, Note_off_c, 0, 64, 80
"
1368,"2, 160140, Note_on_c, 0, 62, 83
"
1369,"2, 160200, Note_off_c, 0, 62, 80
"
1370,"2, 160200, Note_on_c, 0, 61, 83
"
1371,"2, 160260, Note_off_c, 0, 61, 80
"
1372,"2, 160260, Note_on_c, 0, 62, 83
"
1373,"2, 160320, Note_off_c, 0, 62, 80
"
1374,"2, 160320, Note_on_c, 0, 71, 111
"
1375,"2, 160800, Note_off_c, 0, 71, 80
"
1376,"2, 160800, Note_on_c, 0, 69, 111
"
1377,"2, 161280, Note_off_c, 0, 69, 80
"
1378,"2, 161280, Note_on_c, 0, 67, 111
"
1379,"2, 161760, Note_off_c, 0, 67, 80
"
1380,"2, 161760, Note_on_c, 0, 76, 111
"
1381,"2, 161760, Note_on_c, 0, 66, 111
"
1382,"2, 162240, Note_off_c, 0, 76, 80
"
1383,"2, 162240, Note_off_c, 0, 66, 80
"
1384,"2, 162240, Note_on_c, 0, 74, 111
"
1385,"2, 162240, Note_on_c, 0, 67, 111
"
1386,"2, 162720, Note_off_c, 0, 74, 80
"
1387,"2, 162720, Note_off_c, 0, 67, 80
"
1388,"2, 162720, Note_on_c, 0, 72, 111
"
1389,"2, 162720, Note_on_c, 0, 66, 111
"
1390,"2, 163200, Note_off_c, 0, 72, 80
"
1391,"2, 163200, Note_off_c, 0, 66, 80
"
1392,"2, 163200, Note_on_c, 0, 71, 111
"
1393,"2, 163680, Note_off_c, 0, 71, 80
"
1394,"2, 163680, Note_on_c, 0, 69, 111
"
1395,"2, 164160, Note_off_c, 0, 69, 80
"
1396,"2, 164160, Note_on_c, 0, 67, 111
"
1397,"2, 164640, Note_off_c, 0, 67, 80
"
1398,"2, 164640, Note_on_c, 0, 72, 111
"
1399,"2, 165120, Note_off_c, 0, 72, 80
"
1400,"2, 165120, Note_on_c, 0, 71, 111
"
1401,"2, 165600, Note_off_c, 0, 71, 80
"
1402,"2, 165600, Note_on_c, 0, 69, 111
"
1403,"2, 166080, Note_off_c, 0, 69, 80
"
1404,"2, 166080, Note_on_c, 0, 67, 111
"
1405,"2, 166560, Note_off_c, 0, 67, 80
"
1406,"2, 166560, Note_on_c, 0, 66, 111
"
1407,"2, 167040, Note_off_c, 0, 66, 80
"
1408,"2, 167040, Note_on_c, 0, 64, 111
"
1409,"2, 167520, Note_off_c, 0, 64, 80
"
1410,"2, 167520, Note_on_c, 0, 63, 111
"
1411,"2, 168000, Note_off_c, 0, 63, 80
"
1412,"2, 168000, Note_on_c, 0, 60, 111
"
1413,"2, 168480, Note_off_c, 0, 60, 80
"
1414,"2, 168480, Note_on_c, 0, 59, 111
"
1415,"2, 168960, Note_off_c, 0, 59, 80
"
1416,"2, 168960, Note_on_c, 0, 57, 111
"
1417,"2, 169440, Note_off_c, 0, 57, 80
"
1418,"2, 169440, Note_on_c, 0, 55, 127
"
1419,"2, 169920, Note_off_c, 0, 55, 80
"
1420,"2, 169920, Note_on_c, 0, 59, 111
"
1421,"2, 169920, Note_on_c, 0, 51, 111
"
1422,"2, 170400, Note_off_c, 0, 59, 80
"
1423,"2, 170400, Note_off_c, 0, 51, 80
"
1424,"2, 170400, Note_on_c, 0, 67, 111
"
1425,"2, 170400, Note_on_c, 0, 40, 127
"
1426,"2, 170880, Note_off_c, 0, 67, 80
"
1427,"2, 170880, Note_off_c, 0, 40, 80
"
1428,"2, 170880, Note_on_c, 0, 66, 111
"
1429,"2, 171360, Note_off_c, 0, 66, 80
"
1430,"2, 171360, Note_on_c, 0, 64, 111
"
1431,"2, 171840, Note_off_c, 0, 64, 80
"
1432,"2, 171840, Note_on_c, 0, 72, 111
"
1433,"2, 171840, Note_on_c, 0, 63, 111
"
1434,"2, 171840, Note_on_c, 0, 47, 111
"
1435,"2, 172320, Note_off_c, 0, 72, 80
"
1436,"2, 172320, Note_off_c, 0, 63, 80
"
1437,"2, 172320, Note_off_c, 0, 47, 80
"
1438,"2, 172320, Note_on_c, 0, 71, 111
"
1439,"2, 172800, Note_off_c, 0, 71, 80
"
1440,"2, 172800, Note_on_c, 0, 69, 111
"
1441,"2, 173280, Note_off_c, 0, 69, 80
"
1442,"2, 173280, Note_on_c, 0, 67, 111
"
1443,"2, 173760, Note_off_c, 0, 67, 80
"
1444,"2, 173760, Note_on_c, 0, 66, 111
"
1445,"2, 174240, Note_off_c, 0, 66, 80
"
1446,"2, 174240, Note_on_c, 0, 64, 111
"
1447,"2, 174720, Note_off_c, 0, 64, 80
"
1448,"2, 174720, Note_on_c, 0, 63, 111
"
1449,"2, 174720, Note_on_c, 0, 60, 111
"
1450,"2, 175200, Note_off_c, 0, 63, 80
"
1451,"2, 175200, Note_off_c, 0, 60, 80
"
1452,"2, 175200, Note_on_c, 0, 64, 111
"
1453,"2, 175680, Note_off_c, 0, 64, 80
"
1454,"2, 175680, Note_on_c, 0, 66, 111
"
1455,"2, 176160, Note_off_c, 0, 66, 80
"
1456,"2, 176160, Note_on_c, 0, 67, 111
"
1457,"2, 176640, Note_off_c, 0, 67, 80
"
1458,"2, 176640, Note_on_c, 0, 66, 111
"
1459,"2, 177120, Note_off_c, 0, 66, 80
"
1460,"2, 177120, Note_on_c, 0, 64, 111
"
1461,"2, 177600, Note_off_c, 0, 64, 80
"
1462,"2, 177600, Note_on_c, 0, 72, 127
"
1463,"2, 177600, Note_on_c, 0, 63, 127
"
1464,"2, 177600, Note_on_c, 0, 48, 127
"
1465,"2, 178080, Note_off_c, 0, 72, 80
"
1466,"2, 178080, Note_off_c, 0, 63, 80
"
1467,"2, 178080, Note_off_c, 0, 48, 80
"
1468,"2, 178080, Note_on_c, 0, 71, 111
"
1469,"2, 178560, Note_off_c, 0, 71, 80
"
1470,"2, 178560, Note_on_c, 0, 69, 111
"
1471,"2, 179040, Note_off_c, 0, 69, 80
"
1472,"2, 179040, Note_on_c, 0, 67, 111
"
1473,"2, 179040, Note_on_c, 0, 52, 111
"
1474,"2, 179160, Tempo, 483870
"
1475,"2, 179280, Tempo, 483870
"
1476,"2, 179400, Tempo, 487804
"
1477,"2, 179520, Tempo, 491803
"
1478,"2, 179520, Note_off_c, 0, 67, 80
"
1479,"2, 179520, Note_off_c, 0, 52, 80
"
1480,"2, 179520, Note_on_c, 0, 69, 111
"
1481,"2, 179520, Note_on_c, 0, 66, 111
"
1482,"2, 179640, Tempo, 495867
"
1483,"2, 179760, Tempo, 500000
"
1484,"2, 179880, Tempo, 500000
"
1485,"2, 180000, Tempo, 504201
"
1486,"2, 180000, Note_off_c, 0, 69, 80
"
1487,"2, 180000, Note_off_c, 0, 66, 80
"
1488,"2, 180000, Note_on_c, 0, 66, 111
"
1489,"2, 180000, Note_on_c, 0, 63, 111
"
1490,"2, 180120, Tempo, 508474
"
1491,"2, 180240, Tempo, 508474
"
1492,"2, 180360, Tempo, 512820
"
1493,"2, 180480, Tempo, 517241
"
1494,"2, 180480, Note_off_c, 0, 66, 80
"
1495,"2, 180480, Note_off_c, 0, 63, 80
"
1496,"2, 180480, Note_on_c, 0, 52, 111
"
1497,"2, 180520, Note_on_c, 0, 55, 111
"
1498,"2, 180560, Note_on_c, 0, 64, 111
"
1499,"2, 180960, Note_off_c, 0, 52, 80
"
1500,"2, 180960, Note_off_c, 0, 55, 80
"
1501,"2, 180960, Note_off_c, 0, 64, 80
"
1502,"2, 180960, Note_on_c, 0, 40, 111
"
1503,"2, 181440, Note_off_c, 0, 40, 80
"
1504,"2, 181440, Tempo, 451127
"
1505,"2, 181440, Note_on_c, 0, 76, 111
"
1506,"2, 181560, Note_off_c, 0, 76, 80
"
1507,"2, 181560, Note_on_c, 0, 71, 111
"
1508,"2, 181680, Note_off_c, 0, 71, 80
"
1509,"2, 181680, Note_on_c, 0, 80, 111
"
1510,"2, 181800, Note_off_c, 0, 80, 80
"
1511,"2, 181800, Note_on_c, 0, 76, 111
"
1512,"2, 181920, Note_off_c, 0, 76, 80
"
1513,"2, 181920, Note_on_c, 0, 83, 111
"
1514,"2, 182400, Note_off_c, 0, 83, 80
"
1515,"2, 182880, Note_on_c, 0, 68, 111
"
1516,"2, 183000, Note_off_c, 0, 68, 80
"
1517,"2, 183000, Note_on_c, 0, 64, 111
"
1518,"2, 183120, Note_off_c, 0, 64, 80
"
1519,"2, 183120, Note_on_c, 0, 71, 111
"
1520,"2, 183240, Note_off_c, 0, 71, 80
"
1521,"2, 183240, Note_on_c, 0, 68, 111
"
1522,"2, 183360, Note_off_c, 0, 68, 80
"
1523,"2, 183360, Note_on_c, 0, 76, 111
"
1524,"2, 183840, Note_off_c, 0, 76, 80
"
1525,"2, 184320, Note_on_c, 0, 56, 127
"
1526,"2, 184440, Note_off_c, 0, 56, 80
"
1527,"2, 184440, Note_on_c, 0, 52, 111
"
1528,"2, 184560, Note_off_c, 0, 52, 80
"
1529,"2, 184560, Note_on_c, 0, 59, 111
"
1530,"2, 184680, Note_off_c, 0, 59, 80
"
1531,"2, 184680, Note_on_c, 0, 56, 127
"
1532,"2, 184800, Note_off_c, 0, 56, 80
"
1533,"2, 184800, Note_on_c, 0, 64, 111
"
1534,"2, 185280, Note_off_c, 0, 64, 80
"
1535,"2, 185280, Note_on_c, 0, 64, 111
"
1536,"2, 185280, Note_on_c, 0, 58, 111
"
1537,"2, 185280, Note_on_c, 0, 49, 111
"
1538,"2, 185760, Note_off_c, 0, 64, 80
"
1539,"2, 185760, Note_off_c, 0, 58, 80
"
1540,"2, 185760, Note_off_c, 0, 49, 80
"
1541,"2, 185760, Note_on_c, 0, 64, 111
"
1542,"2, 185760, Note_on_c, 0, 61, 111
"
1543,"2, 185760, Note_on_c, 0, 46, 127
"
1544,"2, 186240, Note_off_c, 0, 64, 80
"
1545,"2, 186240, Note_off_c, 0, 61, 80
"
1546,"2, 186240, Note_off_c, 0, 46, 80
"
1547,"2, 186240, Note_on_c, 0, 64, 111
"
1548,"2, 186240, Note_on_c, 0, 61, 111
"
1549,"2, 186720, Note_off_c, 0, 64, 80
"
1550,"2, 186720, Note_off_c, 0, 61, 80
"
1551,"2, 186720, Note_on_c, 0, 63, 111
"
1552,"2, 186720, Note_on_c, 0, 59, 111
"
1553,"2, 187200, Note_off_c, 0, 63, 80
"
1554,"2, 187200, Note_off_c, 0, 59, 80
"
