,0
2567,"3, 133920, Note_off_c, 2, 59, 80
"
2568,"3, 133920, Note_on_c, 2, 49, 111
"
2569,"3, 134160, Note_off_c, 2, 49, 80
"
2570,"3, 134160, Note_on_c, 2, 58, 111
"
2571,"3, 134400, Note_off_c, 2, 58, 80
"
2572,"3, 134400, Note_on_c, 2, 47, 127
"
2573,"3, 134640, Note_off_c, 2, 47, 80
"
2574,"3, 134640, Note_on_c, 2, 50, 111
"
2575,"3, 134880, Note_off_c, 2, 50, 80
"
2576,"3, 134880, Note_on_c, 2, 49, 111
"
2577,"3, 135120, Note_off_c, 2, 49, 80
"
2578,"3, 135120, Note_on_c, 2, 52, 111
"
2579,"3, 135360, Note_off_c, 2, 52, 80
"
2580,"3, 135360, Note_on_c, 2, 50, 111
"
2581,"3, 135600, Note_off_c, 2, 50, 80
"
2582,"3, 135600, Note_on_c, 2, 54, 111
"
2583,"3, 135840, Note_off_c, 2, 54, 80
"
2584,"3, 135840, Note_on_c, 2, 40, 111
"
2585,"3, 136080, Note_off_c, 2, 40, 80
"
2586,"3, 136080, Note_on_c, 2, 52, 111
"
2587,"3, 136320, Note_off_c, 2, 52, 80
"
2588,"3, 136320, Note_on_c, 2, 42, 95
"
2589,"3, 136560, Note_off_c, 2, 42, 80
"
2590,"3, 136560, Note_on_c, 2, 50, 111
"
2591,"3, 136800, Note_off_c, 2, 50, 80
"
2592,"3, 137040, Note_on_c, 2, 42, 95
"
2593,"3, 137280, Note_off_c, 2, 42, 80
"
2594,"3, 138720, Note_on_c, 2, 55, 127
"
2595,"3, 138960, Note_off_c, 2, 55, 80
"
2596,"3, 138960, Note_on_c, 2, 62, 111
"
2597,"3, 139200, Note_off_c, 2, 62, 80
"
2598,"3, 139200, Note_on_c, 2, 57, 111
"
2599,"3, 139440, Note_off_c, 2, 57, 80
"
2600,"3, 139440, Note_on_c, 2, 62, 111
"
2601,"3, 139680, Note_off_c, 2, 62, 80
"
2602,"3, 139680, Note_on_c, 2, 59, 111
"
2603,"3, 139920, Note_off_c, 2, 59, 80
"
2604,"3, 139920, Note_on_c, 2, 62, 111
"
2605,"3, 140160, Note_off_c, 2, 62, 80
"
2606,"3, 140160, Note_on_c, 2, 60, 111
"
2607,"3, 140400, Note_off_c, 2, 60, 80
"
2608,"3, 140400, Note_on_c, 2, 62, 111
"
2609,"3, 140640, Note_off_c, 2, 62, 80
"
2610,"3, 140640, Note_on_c, 2, 59, 111
"
2611,"3, 140880, Note_off_c, 2, 59, 80
"
2612,"3, 140880, Note_on_c, 2, 62, 111
"
2613,"3, 141120, Note_off_c, 2, 62, 80
"
2614,"3, 141120, Note_on_c, 2, 57, 111
"
2615,"3, 141360, Note_off_c, 2, 57, 80
"
2616,"3, 141360, Note_on_c, 2, 62, 111
"
2617,"3, 141600, Note_off_c, 2, 62, 80
"
2618,"3, 141600, Note_on_c, 2, 55, 127
"
2619,"3, 141840, Note_off_c, 2, 55, 80
"
2620,"3, 141840, Note_on_c, 2, 62, 111
"
2621,"3, 142080, Note_off_c, 2, 62, 80
"
2622,"3, 142080, Note_on_c, 2, 57, 111
"
2623,"3, 142320, Note_off_c, 2, 57, 80
"
2624,"3, 142320, Note_on_c, 2, 62, 111
"
2625,"3, 142560, Note_off_c, 2, 62, 80
"
2626,"3, 142560, Note_on_c, 2, 59, 111
"
2627,"3, 142800, Note_off_c, 2, 59, 80
"
2628,"3, 142800, Note_on_c, 2, 62, 111
"
2629,"3, 143040, Note_off_c, 2, 62, 80
"
2630,"3, 143040, Note_on_c, 2, 57, 111
"
2631,"3, 143280, Note_off_c, 2, 57, 80
"
2632,"3, 143280, Note_on_c, 2, 64, 111
"
2633,"3, 143520, Note_off_c, 2, 64, 80
"
2634,"3, 143520, Note_on_c, 2, 55, 127
"
2635,"3, 143760, Note_off_c, 2, 55, 80
"
2636,"3, 143760, Note_on_c, 2, 64, 111
"
2637,"3, 144000, Note_off_c, 2, 64, 80
"
2638,"3, 144000, Note_on_c, 2, 54, 111
"
2639,"3, 144240, Note_off_c, 2, 54, 80
"
2640,"3, 144240, Note_on_c, 2, 63, 111
"
2641,"3, 144480, Note_off_c, 2, 63, 80
"
2642,"3, 144480, Note_on_c, 2, 52, 111
"
2643,"3, 144720, Note_off_c, 2, 52, 80
"
2644,"3, 144720, Note_on_c, 2, 64, 111
"
2645,"3, 144960, Note_off_c, 2, 64, 80
"
2646,"3, 144960, Note_on_c, 2, 50, 111
"
2647,"3, 145200, Note_off_c, 2, 50, 80
"
2648,"3, 145200, Note_on_c, 2, 62, 111
"
2649,"3, 145440, Note_off_c, 2, 62, 80
"
2650,"3, 145440, Note_on_c, 2, 48, 111
"
2651,"3, 145680, Note_off_c, 2, 48, 80
"
2652,"3, 145680, Note_on_c, 2, 60, 111
"
2653,"3, 145920, Note_off_c, 2, 60, 80
"
2654,"3, 145920, Note_on_c, 2, 47, 127
"
2655,"3, 146160, Note_off_c, 2, 47, 80
"
2656,"3, 146160, Note_on_c, 2, 59, 111
"
2657,"3, 146400, Note_off_c, 2, 59, 80
"
2658,"3, 146400, Note_on_c, 2, 45, 127
"
2659,"3, 146640, Note_off_c, 2, 45, 80
"
2660,"3, 146640, Note_on_c, 2, 57, 111
"
2661,"3, 146880, Note_off_c, 2, 57, 80
"
2662,"3, 146880, Note_on_c, 2, 43, 111
"
2663,"3, 147120, Note_off_c, 2, 43, 80
"
2664,"3, 147120, Note_on_c, 2, 55, 127
"
2665,"3, 147360, Note_off_c, 2, 55, 80
"
2666,"3, 147360, Note_on_c, 2, 42, 111
"
2667,"3, 147600, Note_off_c, 2, 42, 80
"
2668,"3, 147600, Note_on_c, 2, 54, 111
"
2669,"3, 147840, Note_off_c, 2, 54, 80
"
2670,"3, 147840, Note_on_c, 2, 40, 111
"
2671,"3, 148080, Note_off_c, 2, 40, 80
"
2672,"3, 148080, Note_on_c, 2, 52, 111
"
2673,"3, 148320, Note_off_c, 2, 52, 80
"
2674,"3, 148560, Note_on_c, 2, 47, 127
"
2675,"3, 148800, Note_off_c, 2, 47, 80
"
2676,"3, 148800, Note_on_c, 2, 55, 127
"
2677,"3, 149040, Note_off_c, 2, 55, 80
"
2678,"3, 149040, Note_on_c, 2, 59, 111
"
2679,"3, 149280, Note_off_c, 2, 59, 80
"
2680,"3, 149280, Note_on_c, 2, 54, 111
"
2681,"3, 149520, Note_off_c, 2, 54, 80
"
2682,"3, 149520, Note_on_c, 2, 59, 111
"
2683,"3, 149760, Note_off_c, 2, 59, 80
"
2684,"3, 149760, Note_on_c, 2, 55, 127
"
2685,"3, 150000, Note_off_c, 2, 55, 80
"
2686,"3, 150000, Note_on_c, 2, 59, 111
"
2687,"3, 150240, Note_off_c, 2, 59, 80
"
2688,"3, 150480, Note_on_c, 2, 57, 111
"
2689,"3, 150720, Note_off_c, 2, 57, 80
"
2690,"3, 150720, Note_on_c, 2, 55, 127
"
2691,"3, 150960, Note_off_c, 2, 55, 80
"
2692,"3, 150960, Note_on_c, 2, 59, 111
"
2693,"3, 151200, Note_off_c, 2, 59, 80
"
2694,"3, 151200, Note_on_c, 2, 54, 111
"
2695,"3, 151440, Note_off_c, 2, 54, 80
"
2696,"3, 151440, Note_on_c, 2, 59, 111
"
2697,"3, 151680, Note_off_c, 2, 59, 80
"
2698,"3, 151680, Note_on_c, 2, 52, 111
"
2699,"3, 151920, Note_off_c, 2, 52, 80
"
2700,"3, 151920, Note_on_c, 2, 59, 111
"
2701,"3, 152160, Note_off_c, 2, 59, 80
"
2702,"3, 152160, Note_on_c, 2, 54, 111
"
2703,"3, 152400, Note_off_c, 2, 54, 80
"
2704,"3, 152400, Note_on_c, 2, 59, 111
"
2705,"3, 152640, Note_off_c, 2, 59, 80
"
2706,"3, 152640, Note_on_c, 2, 55, 127
"
2707,"3, 152880, Note_off_c, 2, 55, 80
"
2708,"3, 152880, Note_on_c, 2, 59, 111
"
2709,"3, 153120, Note_off_c, 2, 59, 80
"
2710,"3, 153120, Note_on_c, 2, 47, 127
"
2711,"3, 153360, Note_off_c, 2, 47, 80
"
2712,"3, 153360, Note_on_c, 2, 47, 127
"
2713,"3, 154560, Note_off_c, 2, 47, 80
"
2714,"3, 154560, Note_on_c, 2, 52, 111
"
2715,"3, 154800, Note_off_c, 2, 52, 80
"
2716,"3, 154800, Note_on_c, 2, 59, 111
"
2717,"3, 155040, Note_off_c, 2, 59, 80
"
2718,"3, 155040, Note_on_c, 2, 54, 111
"
2719,"3, 155280, Note_off_c, 2, 54, 80
"
2720,"3, 155280, Note_on_c, 2, 59, 111
"
2721,"3, 155520, Note_off_c, 2, 59, 80
"
2722,"3, 155520, Note_on_c, 2, 55, 127
"
2723,"3, 155760, Note_off_c, 2, 55, 80
"
2724,"3, 155760, Note_on_c, 2, 59, 111
"
2725,"3, 156000, Note_off_c, 2, 59, 80
"
2726,"3, 156240, Note_on_c, 2, 57, 111
"
2727,"3, 156480, Note_off_c, 2, 57, 80
"
2728,"3, 156480, Note_on_c, 2, 55, 127
"
2729,"3, 156720, Note_off_c, 2, 55, 80
"
2730,"3, 156720, Note_on_c, 2, 59, 111
"
2731,"3, 156960, Note_off_c, 2, 59, 80
"
2732,"3, 156960, Note_on_c, 2, 54, 111
"
2733,"3, 157200, Note_off_c, 2, 54, 80
"
2734,"3, 157200, Note_on_c, 2, 59, 111
"
2735,"3, 157440, Note_off_c, 2, 59, 80
"
2736,"3, 157920, Note_on_c, 2, 45, 127
"
2737,"3, 158160, Note_off_c, 2, 45, 80
"
2738,"3, 158160, Note_on_c, 2, 57, 111
"
2739,"3, 158400, Note_off_c, 2, 57, 80
"
2740,"3, 158400, Note_on_c, 2, 47, 127
"
2741,"3, 158640, Note_off_c, 2, 47, 80
"
2742,"3, 158640, Note_on_c, 2, 59, 111
"
2743,"3, 158880, Note_off_c, 2, 59, 80
"
2744,"3, 160320, Note_on_c, 2, 55, 127
"
2745,"3, 160560, Note_off_c, 2, 55, 80
"
2746,"3, 160560, Note_on_c, 2, 62, 111
"
2747,"3, 160800, Note_off_c, 2, 62, 80
"
2748,"3, 160800, Note_on_c, 2, 57, 111
"
2749,"3, 161040, Note_off_c, 2, 57, 80
"
2750,"3, 161040, Note_on_c, 2, 62, 111
"
2751,"3, 161280, Note_off_c, 2, 62, 80
"
2752,"3, 161280, Note_on_c, 2, 59, 111
"
2753,"3, 161520, Note_off_c, 2, 59, 80
"
2754,"3, 161520, Note_on_c, 2, 62, 111
"
2755,"3, 161760, Note_off_c, 2, 62, 80
"
2756,"3, 161760, Note_on_c, 2, 60, 111
"
2757,"3, 162000, Note_off_c, 2, 60, 80
"
2758,"3, 162000, Note_on_c, 2, 62, 111
"
2759,"3, 162240, Note_off_c, 2, 62, 80
"
2760,"3, 162240, Note_on_c, 2, 59, 111
"
2761,"3, 162480, Note_off_c, 2, 59, 80
"
2762,"3, 162480, Note_on_c, 2, 62, 111
"
2763,"3, 162720, Note_off_c, 2, 62, 80
"
2764,"3, 162720, Note_on_c, 2, 57, 111
"
2765,"3, 162960, Note_off_c, 2, 57, 80
"
2766,"3, 162960, Note_on_c, 2, 62, 111
"
2767,"3, 163200, Note_off_c, 2, 62, 80
"
2768,"3, 163200, Note_on_c, 2, 55, 127
"
2769,"3, 163440, Note_off_c, 2, 55, 80
"
2770,"3, 163440, Note_on_c, 2, 62, 111
"
2771,"3, 163680, Note_off_c, 2, 62, 80
"
2772,"3, 163680, Note_on_c, 2, 57, 111
"
2773,"3, 163920, Note_off_c, 2, 57, 80
"
2774,"3, 163920, Note_on_c, 2, 62, 111
"
2775,"3, 164160, Note_off_c, 2, 62, 80
"
2776,"3, 164160, Note_on_c, 2, 59, 111
"
2777,"3, 164400, Note_off_c, 2, 59, 80
"
2778,"3, 164400, Note_on_c, 2, 62, 111
"
2779,"3, 164640, Note_off_c, 2, 62, 80
"
2780,"3, 164640, Note_on_c, 2, 57, 111
"
2781,"3, 164880, Note_off_c, 2, 57, 80
"
2782,"3, 164880, Note_on_c, 2, 64, 111
"
2783,"3, 165120, Note_off_c, 2, 64, 80
"
2784,"3, 165120, Note_on_c, 2, 55, 127
"
2785,"3, 165360, Note_off_c, 2, 55, 80
"
2786,"3, 165360, Note_on_c, 2, 64, 111
"
2787,"3, 165600, Note_off_c, 2, 64, 80
"
2788,"3, 165600, Note_on_c, 2, 54, 111
"
2789,"3, 165840, Note_off_c, 2, 54, 80
"
2790,"3, 165840, Note_on_c, 2, 63, 111
"
2791,"3, 166080, Note_off_c, 2, 63, 80
"
2792,"3, 166080, Note_on_c, 2, 52, 111
"
2793,"3, 166320, Note_off_c, 2, 52, 80
"
2794,"3, 166320, Note_on_c, 2, 64, 111
"
2795,"3, 166560, Note_off_c, 2, 64, 80
"
2796,"3, 166560, Note_on_c, 2, 50, 111
"
2797,"3, 166800, Note_off_c, 2, 50, 80
"
2798,"3, 166800, Note_on_c, 2, 62, 111
"
2799,"3, 167040, Note_off_c, 2, 62, 80
"
2800,"3, 167040, Note_on_c, 2, 48, 111
"
2801,"3, 167280, Note_off_c, 2, 48, 80
"
2802,"3, 167280, Note_on_c, 2, 60, 111
"
2803,"3, 167520, Note_off_c, 2, 60, 80
"
2804,"3, 167520, Note_on_c, 2, 47, 127
"
2805,"3, 167760, Note_off_c, 2, 47, 80
"
2806,"3, 167760, Note_on_c, 2, 59, 111
"
2807,"3, 168000, Note_off_c, 2, 59, 80
"
2808,"3, 168000, Note_on_c, 2, 45, 127
"
2809,"3, 168240, Note_off_c, 2, 45, 80
"
2810,"3, 168240, Note_on_c, 2, 57, 111
"
2811,"3, 168480, Note_off_c, 2, 57, 80
"
2812,"3, 168480, Note_on_c, 2, 43, 111
"
2813,"3, 168720, Note_off_c, 2, 43, 80
"
2814,"3, 168720, Note_on_c, 2, 55, 127
"
2815,"3, 168960, Note_off_c, 2, 55, 80
"
2816,"3, 168960, Note_on_c, 2, 42, 111
"
2817,"3, 169200, Note_off_c, 2, 42, 80
"
2818,"3, 169200, Note_on_c, 2, 54, 111
"
2819,"3, 169440, Note_off_c, 2, 54, 80
"
2820,"3, 169440, Note_on_c, 2, 40, 111
"
2821,"3, 169680, Note_off_c, 2, 40, 80
"
2822,"3, 169680, Note_on_c, 2, 52, 111
"
2823,"3, 169920, Note_off_c, 2, 52, 80
"
2824,"3, 170160, Note_on_c, 2, 47, 127
"
2825,"3, 170400, Note_off_c, 2, 47, 80
"
2826,"3, 170400, Note_on_c, 2, 55, 127
"
2827,"3, 170640, Note_off_c, 2, 55, 80
"
2828,"3, 170640, Note_on_c, 2, 59, 111
"
2829,"3, 170880, Note_off_c, 2, 59, 80
"
2830,"3, 170880, Note_on_c, 2, 54, 111
"
2831,"3, 171120, Note_off_c, 2, 54, 80
"
2832,"3, 171120, Note_on_c, 2, 59, 111
"
2833,"3, 171360, Note_off_c, 2, 59, 80
"
2834,"3, 171360, Note_on_c, 2, 55, 127
"
2835,"3, 171600, Note_off_c, 2, 55, 80
"
2836,"3, 171600, Note_on_c, 2, 59, 111
"
2837,"3, 171840, Note_off_c, 2, 59, 80
"
2838,"3, 172080, Note_on_c, 2, 57, 111
"
2839,"3, 172320, Note_off_c, 2, 57, 80
"
2840,"3, 172320, Note_on_c, 2, 55, 127
"
2841,"3, 172560, Note_off_c, 2, 55, 80
"
2842,"3, 172560, Note_on_c, 2, 59, 111
"
2843,"3, 172800, Note_off_c, 2, 59, 80
"
2844,"3, 172800, Note_on_c, 2, 54, 111
"
2845,"3, 173040, Note_off_c, 2, 54, 80
"
2846,"3, 173040, Note_on_c, 2, 59, 111
"
2847,"3, 173280, Note_off_c, 2, 59, 80
"
2848,"3, 173280, Note_on_c, 2, 52, 111
"
2849,"3, 173520, Note_off_c, 2, 52, 80
"
2850,"3, 173520, Note_on_c, 2, 59, 111
"
2851,"3, 173760, Note_off_c, 2, 59, 80
"
2852,"3, 173760, Note_on_c, 2, 54, 111
"
2853,"3, 174000, Note_off_c, 2, 54, 80
"
2854,"3, 174000, Note_on_c, 2, 59, 111
"
2855,"3, 174240, Note_off_c, 2, 59, 80
"
2856,"3, 174240, Note_on_c, 2, 55, 127
"
2857,"3, 174480, Note_off_c, 2, 55, 80
"
2858,"3, 174480, Note_on_c, 2, 59, 111
"
2859,"3, 174720, Note_off_c, 2, 59, 80
"
2860,"3, 174720, Note_on_c, 2, 47, 127
"
2861,"3, 174960, Note_off_c, 2, 47, 80
"
2862,"3, 174960, Note_on_c, 2, 47, 127
"
2863,"3, 176160, Note_off_c, 2, 47, 80
"
2864,"3, 176160, Note_on_c, 2, 52, 111
"
2865,"3, 176400, Note_off_c, 2, 52, 80
"
2866,"3, 176400, Note_on_c, 2, 59, 111
"
2867,"3, 176640, Note_off_c, 2, 59, 80
"
2868,"3, 176640, Note_on_c, 2, 54, 111
"
2869,"3, 176880, Note_off_c, 2, 54, 80
"
2870,"3, 176880, Note_on_c, 2, 59, 111
"
2871,"3, 177120, Note_off_c, 2, 59, 80
"
2872,"3, 177120, Note_on_c, 2, 55, 127
"
2873,"3, 177360, Note_off_c, 2, 55, 80
"
2874,"3, 177360, Note_on_c, 2, 59, 111
"
2875,"3, 177600, Note_off_c, 2, 59, 80
"
2876,"3, 177840, Note_on_c, 2, 57, 111
"
2877,"3, 178080, Note_off_c, 2, 57, 80
"
2878,"3, 178080, Note_on_c, 2, 55, 127
"
2879,"3, 178320, Note_off_c, 2, 55, 80
"
2880,"3, 178320, Note_on_c, 2, 59, 111
"
2881,"3, 178560, Note_off_c, 2, 59, 80
"
2882,"3, 178560, Note_on_c, 2, 54, 111
"
2883,"3, 178800, Note_off_c, 2, 54, 80
"
2884,"3, 178800, Note_on_c, 2, 59, 111
"
2885,"3, 179040, Note_off_c, 2, 59, 80
"
2886,"3, 179520, Note_on_c, 2, 45, 127
"
2887,"3, 179760, Note_off_c, 2, 45, 80
"
2888,"3, 179760, Note_on_c, 2, 57, 111
"
2889,"3, 180000, Note_off_c, 2, 57, 80
"
2890,"3, 180000, Note_on_c, 2, 47, 127
"
2891,"3, 180240, Note_off_c, 2, 47, 80
"
2892,"3, 180240, Note_on_c, 2, 59, 111
"
2893,"3, 180480, Note_off_c, 2, 59, 80
"
2894,"3, 182400, Note_on_c, 2, 59, 111
"
2895,"3, 182400, Note_on_c, 2, 56, 111
"
2896,"3, 182400, Note_on_c, 2, 52, 111
"
2897,"3, 182880, Note_off_c, 2, 59, 80
"
2898,"3, 182880, Note_off_c, 2, 56, 80
"
2899,"3, 182880, Note_off_c, 2, 52, 80
"
2900,"3, 183840, Note_on_c, 2, 56, 127
"
2901,"3, 183840, Note_on_c, 2, 52, 111
"
2902,"3, 183840, Note_on_c, 2, 40, 111
"
2903,"3, 184320, Note_off_c, 2, 56, 80
"
2904,"3, 184320, Note_off_c, 2, 52, 80
"
2905,"3, 184320, Note_off_c, 2, 40, 80
"
2906,"3, 186240, Note_on_c, 2, 54, 111
"
2907,"3, 186240, Note_on_c, 2, 47, 127
"
2908,"3, 187200, Note_off_c, 2, 54, 80
"
2909,"3, 187200, Note_off_c, 2, 47, 80
"
2910,"3, 192000, Note_on_c, 2, 40, 111
"
2911,"3, 192960, Note_off_c, 2, 40, 80
"
2912,"3, 193920, Note_on_c, 2, 59, 111
"
2913,"3, 193920, Note_on_c, 2, 56, 111
"
2914,"3, 193920, Note_on_c, 2, 52, 111
"
2915,"3, 194400, Note_off_c, 2, 59, 80
"
2916,"3, 194400, Note_off_c, 2, 56, 80
"
2917,"3, 194400, Note_off_c, 2, 52, 80
"
2918,"3, 195360, Note_on_c, 2, 56, 127
"
2919,"3, 195360, Note_on_c, 2, 52, 111
"
2920,"3, 195360, Note_on_c, 2, 40, 111
"
2921,"3, 195840, Note_off_c, 2, 56, 80
"
2922,"3, 195840, Note_off_c, 2, 52, 80
"
2923,"3, 195840, Note_off_c, 2, 40, 80
"
2924,"3, 197760, Note_on_c, 2, 54, 111
"
2925,"3, 197760, Note_on_c, 2, 47, 127
"
2926,"3, 198720, Note_off_c, 2, 54, 80
"
2927,"3, 198720, Note_off_c, 2, 47, 80
"
2928,"3, 203520, Note_on_c, 2, 40, 111
"
2929,"3, 204480, Note_off_c, 2, 40, 80
"
2930,"3, 219360, Note_on_c, 2, 51, 111
"
2931,"3, 219600, Note_off_c, 2, 51, 80
"
2932,"3, 219600, Note_on_c, 2, 58, 111
"
2933,"3, 219840, Note_off_c, 2, 58, 80
"
2934,"3, 219840, Note_on_c, 2, 54, 111
"
2935,"3, 220080, Note_off_c, 2, 54, 80
"
2936,"3, 220080, Note_on_c, 2, 58, 111
"
2937,"3, 220320, Note_off_c, 2, 58, 80
"
2938,"3, 220320, Note_on_c, 2, 51, 111
"
2939,"3, 220560, Note_off_c, 2, 51, 80
"
2940,"3, 220560, Note_on_c, 2, 58, 111
"
2941,"3, 220800, Note_off_c, 2, 58, 80
"
2942,"3, 220800, Note_on_c, 2, 53, 111
"
2943,"3, 221040, Note_off_c, 2, 53, 80
"
2944,"3, 221040, Note_on_c, 2, 58, 111
"
2945,"3, 221280, Note_off_c, 2, 58, 80
"
2946,"3, 221280, Note_on_c, 2, 56, 127
"
2947,"3, 221520, Note_off_c, 2, 56, 80
"
2948,"3, 221520, Note_on_c, 2, 58, 111
"
2949,"3, 221760, Note_off_c, 2, 58, 80
"
2950,"3, 221760, Note_on_c, 2, 53, 111
"
2951,"3, 222000, Note_off_c, 2, 53, 80
"
2952,"3, 222000, Note_on_c, 2, 58, 111
"
2953,"3, 222240, Note_off_c, 2, 58, 80
"
2954,"3, 222240, Note_on_c, 2, 54, 111
"
2955,"3, 222480, Note_off_c, 2, 54, 80
"
2956,"3, 222480, Note_on_c, 2, 58, 111
"
2957,"3, 222720, Note_off_c, 2, 58, 80
"
2958,"3, 222720, Note_on_c, 2, 53, 111
"
2959,"3, 222960, Note_off_c, 2, 53, 80
"
2960,"3, 222960, Note_on_c, 2, 56, 127
"
2961,"3, 223200, Note_off_c, 2, 56, 80
"
2962,"3, 223200, Note_on_c, 2, 51, 111
"
2963,"3, 223440, Note_off_c, 2, 51, 80
"
2964,"3, 223440, Note_on_c, 2, 54, 111
"
2965,"3, 223680, Note_off_c, 2, 54, 80
"
2966,"3, 223680, Note_on_c, 2, 44, 111
"
2967,"3, 223920, Note_off_c, 2, 44, 80
"
2968,"3, 223920, Note_on_c, 2, 56, 127
"
2969,"3, 224160, Note_off_c, 2, 56, 80
"
2970,"3, 224160, Note_on_c, 2, 46, 127
"
2971,"3, 224400, Note_off_c, 2, 46, 80
"
2972,"3, 224400, Note_on_c, 2, 54, 111
"
2973,"3, 224640, Note_off_c, 2, 54, 80
"
2974,"3, 224640, Note_on_c, 2, 56, 127
"
2975,"3, 224640, Note_on_c, 2, 46, 127
"
2976,"3, 225120, Note_off_c, 2, 56, 80
"
2977,"3, 225120, Note_off_c, 2, 46, 80
"
2978,"3, 225120, Note_on_c, 2, 51, 111
"
2979,"3, 225360, Note_off_c, 2, 51, 80
"
2980,"3, 225360, Note_on_c, 2, 58, 111
"
2981,"3, 225600, Note_off_c, 2, 58, 80
"
2982,"3, 225840, Note_on_c, 2, 58, 111
"
2983,"3, 226080, Note_off_c, 2, 58, 80
"
2984,"3, 226080, Note_on_c, 2, 51, 111
"
2985,"3, 226320, Note_off_c, 2, 51, 80
"
2986,"3, 226320, Note_on_c, 2, 58, 111
"
2987,"3, 226560, Note_off_c, 2, 58, 80
"
2988,"3, 226560, Note_on_c, 2, 53, 111
"
2989,"3, 226800, Note_off_c, 2, 53, 80
"
2990,"3, 226800, Note_on_c, 2, 58, 111
"
2991,"3, 227040, Note_off_c, 2, 58, 80
"
2992,"3, 227040, Note_on_c, 2, 56, 127
"
2993,"3, 227280, Note_off_c, 2, 56, 80
"
2994,"3, 227280, Note_on_c, 2, 58, 111
"
2995,"3, 227520, Note_off_c, 2, 58, 80
"
2996,"3, 227520, Note_on_c, 2, 53, 111
"
2997,"3, 227760, Note_off_c, 2, 53, 80
"
2998,"3, 227760, Note_on_c, 2, 58, 111
"
2999,"3, 228000, Note_off_c, 2, 58, 80
"
3000,"3, 228000, Note_on_c, 2, 63, 111
"
3001,"3, 228000, Note_on_c, 2, 58, 111
"
3002,"3, 228000, Note_on_c, 2, 54, 111
"
3003,"3, 229440, Note_off_c, 2, 63, 80
"
3004,"3, 229440, Note_off_c, 2, 58, 80
"
3005,"3, 229440, Note_off_c, 2, 54, 80
"
3006,"3, 229440, Note_on_c, 2, 70, 111
"
3007,"3, 229440, Note_on_c, 2, 61, 111
"
3008,"3, 229440, Note_on_c, 2, 54, 111
"
3009,"3, 230880, Note_off_c, 2, 70, 80
"
3010,"3, 230880, Note_off_c, 2, 61, 80
"
3011,"3, 230880, Note_off_c, 2, 54, 80
"
3012,"3, 230880, Note_on_c, 2, 63, 111
"
3013,"3, 230880, Note_on_c, 2, 54, 111
"
3014,"3, 230880, Note_on_c, 2, 47, 127
"
3015,"3, 232320, Note_off_c, 2, 63, 80
"
3016,"3, 232320, Note_off_c, 2, 54, 80
"
3017,"3, 232320, Note_off_c, 2, 47, 80
"
3018,"3, 232320, Note_on_c, 2, 68, 111
"
3019,"3, 232320, Note_on_c, 2, 59, 111
"
3020,"3, 232320, Note_on_c, 2, 52, 111
"
3021,"3, 233760, Note_off_c, 2, 68, 80
"
3022,"3, 233760, Note_off_c, 2, 59, 80
"
3023,"3, 233760, Note_off_c, 2, 52, 80
"
3024,"3, 233760, Note_on_c, 2, 61, 111
"
3025,"3, 233760, Note_on_c, 2, 52, 111
"
3026,"3, 233760, Note_on_c, 2, 45, 127
"
3027,"3, 235200, Note_off_c, 2, 61, 80
"
3028,"3, 235200, Note_off_c, 2, 52, 80
"
3029,"3, 235200, Note_off_c, 2, 45, 80
"
3030,"3, 235200, Note_on_c, 2, 63, 111
"
3031,"3, 235200, Note_on_c, 2, 59, 111
"
3032,"3, 235200, Note_on_c, 2, 42, 95
"
3033,"3, 236640, Note_off_c, 2, 63, 80
"
3034,"3, 236640, Note_off_c, 2, 59, 80
"
3035,"3, 236640, Note_off_c, 2, 42, 80
"
3036,"3, 240000, Note_on_c, 2, 59, 111
"
3037,"3, 240000, Note_on_c, 2, 56, 111
"
3038,"3, 240000, Note_on_c, 2, 52, 111
"
3039,"3, 240480, Note_off_c, 2, 59, 80
"
3040,"3, 240480, Note_off_c, 2, 56, 80
"
3041,"3, 240480, Note_off_c, 2, 52, 80
"
3042,"3, 241440, Note_on_c, 2, 56, 127
"
3043,"3, 241440, Note_on_c, 2, 52, 111
"
3044,"3, 241440, Note_on_c, 2, 40, 111
"
3045,"3, 241920, Note_off_c, 2, 56, 80
"
3046,"3, 241920, Note_off_c, 2, 52, 80
"
3047,"3, 241920, Note_off_c, 2, 40, 80
"
3048,"3, 243840, Note_on_c, 2, 54, 111
"
3049,"3, 243840, Note_on_c, 2, 47, 127
"
3050,"3, 244800, Note_off_c, 2, 54, 80
"
3051,"3, 244800, Note_off_c, 2, 47, 80
"
3052,"3, 249600, Note_on_c, 2, 40, 111
"
3053,"3, 250560, Note_off_c, 2, 40, 80
"
3054,"3, 250560, Note_on_c, 2, 56, 127
"
3055,"3, 250680, Note_off_c, 2, 56, 80
"
3056,"3, 250680, Note_on_c, 2, 52, 111
"
3057,"3, 250800, Note_off_c, 2, 52, 80
"
3058,"3, 250800, Note_on_c, 2, 59, 111
"
3059,"3, 250920, Note_off_c, 2, 59, 80
"
3060,"3, 250920, Note_on_c, 2, 56, 127
"
3061,"3, 251040, Note_off_c, 2, 56, 80
"
3062,"3, 251040, End_track
"
3063,"4, 0, Start_track
"
3064,"4, 0, Title_t, ""guitare nylon""
"
3065,"4, 0, MIDI_port, 0
"
3066,"4, 0, Channel_prefix, 5
"
3067,"4, 0, Channel_prefix, 6
"
